Links,Posts,Preprocessed Posts,Drug Name,Adverse effects(Yes/No),Severity,Side/Harmful effects,Images(Physical/Non physical)
https://csn.cancer.org/discussion/300183/new,I am new to this forum. It was recommended to me that I find friends or people that are going through the same thing I am or have gone through the same thing. I have stage 3 ovarian cancer and stage endometrial cancer. So not only did I get one type of cancer but I managed to get two. Is this normal ? It is frustrating because I feel like I was given a death sentence and now I am fighting for my life. Is this normal? Chemo has taken my hair and now I get looks everywhere I go because I refuse to wear a wig. How does everyone deal with this? I am open for suggestions.,i am new to this forum it was recommended to me that i find friends or people that are going through the same thing i am or have gone through the same thing i have stage 3 ovarian cancer and stage endometrial cancer so not only did i get one type of cancer but i managed to get two is this normal it is frustrating because i feel like i was given a death sentence and now i am fighting for my life is this normal chemo has taken my hair and now i get looks everywhere i go because i refuse to wear a wig how does everyone deal with this i am open for suggestions,not mentioned,Yes,High,hair loss,hair loss
https://csn.cancer.org/discussion/299757/newly-diagnosed-and-some-questions,"A week ago, I was running 8 miles, and now stage 4 ovarian cancer. 
 OK long story short. No symptoms went for a annual physical, got a x-Ray on my chest, and found a pleural effusion. They did a CT scan, and found a mass. Turns out my right ovarian has a cancer on it. It's pressing on my uterer, causing minor kidney damage. On CT scan all organs look good. Only reason stage 4, the fluid in my lungs tested positive, but it's transudative (good). I had the fluid drained and stent placed. I came home from the hospital last night. Friday is hysterectomy and chemo to follow.
 Now that I am home diagnosed, I have symptoms. Is this normal? I am achy, tired, and have twinges of pain. Is this normal? There are no signs of cancer on any other organs, but now second guessing every pain.",a week ago i was running 8 miles and now stage 4 ovarian cancer ok long story short no symptoms went for a annual physical got a xray on my chest and found a pleural effusion they did a ct scan and found a mass turns out my right ovarian has a cancer on it its pressing on my uterer causing minor kidney damage on ct scan all organs look good only reason stage 4 the fluid in my lungs tested positive but its transudative good i had the fluid drained and stent placed i came home from the hospital last night friday is hysterectomy and chemo to follow now that i am home diagnosed i have symptoms is this normal i am achy tired and have twinges of pain is this normal there are no signs of cancer on any other organs but now second guessing every pain,not mentioned,Yes,High,"achy, tired, twinges of pain",none
https://csn.cancer.org/discussion/299530/neuropathy-and-medical-marijuana,"Hi everyone,
 What I would really like is to have us all in one room together. And, very glad to be here with you. I just had my fourth round of chemo and a big up in neuropathy after this one. Have any of you experienced neuropathy with little knives or lightening bolts in your calves and buckling when you walk? I have two more rounds to go, im thinking the chemo has to change (again) if I'm still going to have walking power when I'm finished. I have casinosarcoma so they are really giving me a lot. They stopped the cissplatin because it was doing my kidneys in, and they stopped all abdominal infusions. Now I am getting carbonation and taxol, IV.
 Im going to check into medical marijuana. I'm in VT. Is anyone using it? For what purpose? Is it useful?
 For now, thanks for your thoughts and your fight.
 carrot",hi everyone what i would really like is to have us all in one room together and very glad to be here with you i just had my fourth round of chemo and a big up in neuropathy after this one have any of you experienced neuropathy with little knives or lightening bolts in your calves and buckling when you walk i have two more rounds to go im thinking the chemo has to change again if im still going to have walking power when im finished i have casinosarcoma so they are really giving me a lot they stopped the cissplatin because it was doing my kidneys in and they stopped all abdominal infusions now i am getting carbonation and taxol iv im going to check into medical marijuana im in vt is anyone using it for what purpose is it useful for now thanks for your thoughts and your fight carrot,not mentioned,Yes,High,"neuropathy, little knives or lightening bolts in calves, buckling when walking, kidneys issues",none
https://csn.cancer.org/discussion/298753/gyncitobine,"good morning ladies. I haven't been on this site in quite some time, I hope everyone is well. my wife Lorraine has stage 4 ovarian cancer and just resumed chemotherapy last Tuesday. Her doctor is giving her gyncitobine this time with carbo, she was getting taxon and carbo before and she handled that quite well. The gyncitobine is really taking its toll on her. has anyone had this type of chemo and can you tell us how long it kept you sick? her appointments are going to be every 3 weeks, should we expect her to feel like this all the way until her next treatment? we understood that was going to make her week and nauseous but, wondering if this is how it'll be for the next 18 weeks.",good morning ladies i havent been on this site in quite some time i hope everyone is well my wife lorraine has stage 4 ovarian cancer and just resumed chemotherapy last tuesday her doctor is giving her gyncitobine this time with carbo she was getting taxon and carbo before and she handled that quite well the gyncitobine is really taking its toll on her has anyone had this type of chemo and can you tell us how long it kept you sick her appointments are going to be every 3 weeks should we expect her to feel like this all the way until her next treatment we understood that was going to make her week and nauseous but wondering if this is how itll be for the next 18 weeks,"gyncitobine, carbo, taxon",Yes,High,"weak, nauseous",none
https://csn.cancer.org/discussion/298668/the-waiting-game,"Hello all, 
 I'm new to this site. I had thyroid cancer last year. (Complete thyroidectomy and radiation). 
 I've always had an issue with ovarian cysts. I had been told that it was a normal part of being a woman so I never really gave it much thought. I was just going to be ""one of those"" women who had issues. 
 A few weeks ago, I woke with a pretty sharp pain in my lower left side. On top of previously having cancer, I've also been diagnosed with RA and occasionally when my levels are off, I'll go full ""hypo"". I figured the pains had something to do with my levels being off and attempted to go about my day. But it just got worse, and worse, and worse and then finally, it got so bad that I literally passed out for a moment. The hubs said I went completely pale (which is a feat for me because I'm naturally ghost white as it is). Once I woke up, I threw up. 
 Called my primary to attempt to make an appointment and instead was directed to the ER. So off I go to the E.R. Several hours, an IV, and a scan or two later and I'm sent home with the instructions to follow up with my gyn as soon as possible and that I had what was most likely ""a ruptured ovarian cyst"" but they couldn't find any fluid from the rupture. 
 Okay fine. But when the doctor was discharging me, he asked if I was done having children. I was just ready to be done at the time and to go home so it wasn't until later that struck me as an odd thing to say to a 32 year old woman. (Who was holding her 2 and 4 year olds)
 I followed up with my gyn. Had a few more scans and was sent home to wait on the results. Results came back. Essentially, my left ovary is mostly a complex cyst and my right has two very large simple cysts. When I went back to my gyn, he immediately began to go over surgery options and was sent to have my CA125 done. 
 I'll have those results on Monday. 
 Right now, given my previous history with cancer, he's a bit concerned that my left ovary is cancerous. He'd like to get aggressive and not only remove my left, but my right one as well and my uterus. His explanation was that he was afraid that if I left my right one in, that I would be right back to where I am now in 3 weeks, months, or years and having to have a repeat surgery. 
 I don't know what to do. Do I follow his advice, do I get aggressive and put myself into surgical menopause or do I wait it out and see what happens to my right after my left is removed? 
 The waiting is terrible. What should I do? Should I wait it out and keep my right so I don't have to do the whole hormone replace therapy thing? Should I get aggressive? Given my ultrasoun results and my previous history, what is the likelyhood that this is ovarian cancer? 
 I had been having a few other problems as of late as well. I am urinating more often, intercourse has been a bit painful, I'm quite bloated... but these were things I could all chalk up to the thyroid issues or the RA. 
 Thanks so much, sorry about the novella. Any advice would be greatly appreciated.",hello all im new to this site i had thyroid cancer last year complete thyroidectomy and radiation ive always had an issue with ovarian cysts i had been told that it was a normal part of being a woman so i never really gave it much thought i was just going to be one of those women who had issues a few weeks ago i woke with a pretty sharp pain in my lower left side on top of previously having cancer ive also been diagnosed with ra and occasionally when my levels are off ill go full hypo i figured the pains had something to do with my levels being off and attempted to go about my day but it just got worse and worse and worse and then finally it got so bad that i literally passed out for a moment the hubs said i went completely pale which is a feat for me because im naturally ghost white as it is once i woke up i threw up called my primary to attempt to make an appointment and instead was directed to the er so off i go to the er several hours an iv and a scan or two later and im sent home with the instructions to follow up with my gyn as soon as possible and that i had what was most likely a ruptured ovarian cyst but they couldnt find any fluid from the rupture okay fine but when the doctor was discharging me he asked if i was done having children i was just ready to be done at the time and to go home so it wasnt until later that struck me as an odd thing to say to a 32 year old woman who was holding her 2 and 4 year olds i followed up with my gyn had a few more scans and was sent home to wait on the results results came back essentially my left ovary is mostly a complex cyst and my right has two very large simple cysts when i went back to my gyn he immediately began to go over surgery options and was sent to have my ca125 done ill have those results on monday right now given my previous history with cancer hes a bit concerned that my left ovary is cancerous hed like to get aggressive and not only remove my left but my right one as well and my uterus his explanation was that he was afraid that if i left my right one in that i would be right back to where i am now in 3 weeks months or years and having to have a repeat surgery i dont know what to do do i follow his advice do i get aggressive and put myself into surgical menopause or do i wait it out and see what happens to my right after my left is removed the waiting is terrible what should i do should i wait it out and keep my right so i dont have to do the whole hormone replace therapy thing should i get aggressive given my ultrasoun results and my previous history what is the likelyhood that this is ovarian cancer i had been having a few other problems as of late as well i am urinating more often intercourse has been a bit painful im quite bloated but these were things i could all chalk up to the thyroid issues or the ra thanks so much sorry about the novella any advice would be greatly appreciated,not mentioned,Yes,High,"sharp pain in lower left side, passed out, threw up, urinating more often, painful intercourse, bloating",none
https://csn.cancer.org/discussion/290205/my-new-oncologists-cutting-edge-approach-is-saving-my-life,"“60 Minutes” ran a segment last night (you can find it online) about an oncologist and research scientist in LA – Dr. Patrick Soon-Shoing – who is championing a low-dose, multi-chemo approach to fighting cancer. This is exactly what my own oncologist, Dr. Howard Bruckner, has been doing with tremendous success for years. “60 Minutes” reported that Dr. Soon-Shoing (the inventor, by the way, of the chemo agent Abraxane) has also had tremendous success with this program and has poured a billion dollars of his own money (yes, he happens to be phenomenally wealthy) into conducting research on it as well as immuno therapy and other cutting edge treatments. Moreover, his focus is on individualizing treatment by profiling the genetic make-up of individuals’ specific cancer type. 
  Mainstream treatment still involves a mono-focus on the origin of one’s cancer (ovarian, colon, lung, etc.) and a cookie-cutter, everyone-gets-the-same-high-dose protocol approach to fighting the disease. And when it stops working, as it invariably does for many people, they send you home. That is what happened to me. After fighting ovarian cancer for almost seven years (with two 24-mo and 12-mo remissions, respectively), going to three different respected cancer treatment centers (Washington Hospital Center, Sloane-Kettering, and Johns Hopkins), and being treated with the standard high dose Carbo-Taxol, then Cisplatin-Taxol, and finally, Doxil-Carbo regimens, I was sent home this past June – by Hopkins – with the words, “There is nothing more we can do.” I was appalled and disgusted. I am 52 years old, entirely fit, and still full of fight and energy. It seemed that someone on the hospital’s board simply decided I no longer fit into their cost-benefit analysis for patient care. (Individualizing treatment takes up a lot of expensive doctor time.)
  Hopkins, it turns out, did me a favor. Within two weeks I had found Dr. Howard Bruckner who has a practice in the Bronx, NY. Dr. Bruckner wears two hats, that of a scientist and that of a caring, brilliant M.D. He began his professional life conducting oncology research at the NIH. He then moved on to practice, but became disillusioned by the bureaucracy, fear, and self-interest that prevents most oncologists at large medical institutions from thinking creatively and doing all that they know is best for their patients. So, in his late sixties, when many accomplished M.D.s could start thinking of retirement, he began his own practice that offers exactly what the “60 Minutes” report yesterday described. I have been in treatment with Dr. Bruckner for several months now and have met countless people in his infusion room who state that they too were given up on, that they too were basically sent home to die, and that Dr. Bruckner brought them from Stage 4 “no hope” to remission or getting there. I happen to have an extremely rare cell type – mucinous adenocarcinoma which, in its morphology, is more like a gastrointestinal cancer than it is ovarian. Dr. Bruckner suspected this, got it confirmed via a biopsy, had my tissue samples profiled, and has tailored my chemo to my cell type. I have never received so much close attention and concern from a doctor in all of my many years. And he and his wonderful partner – Dr. Azriel Hirschfeld (who is some decades younger) – are forever looking into the future on behalf of their patients. They do not relax their vigilance even when their patients go into remission. Each time I went into remission at previous institutions, I was simply sent home and told to reappear in three months. There was no maintenance therapy, no more frequent check-ups, nothing. Drs. Bruckner and Hirschfeld develop plans for the “remission” stage. They remain forever on guard and want us, their patients, to eventually remain in remission indefinitely. They never give up.
  Dr. Bruckner’s low-dose, multi-chemo approach works immediately for many, many people no matter how sick they are when they arrive. It makes sense – to slam the cancer from multiple angles simultaneously so that it does not have a chance to develop a resistance as it so often does when you hit it with just one or two agents. However, Bruckner and Hirschfeld are also using immuno therapy to fight the disease – sometimes simultaneously with the chemo, more often after the chemo has already had a positive effect. And perhaps most importantly, they really see each person as an individual with a unique health history, disease profile, and immune system. They spend a lot of time getting to know their patients and tailoring their treatment program accordingly. If something they are doing does not seem to be working, they try something else. They are as humble as they are brilliant.
  I live outside of Washington, DC, and it has involved a great upheaval for me to travel to NYC every two weeks for treatment. But it has been worth it. And I write this without any self-interest whatsoever. I am actually feeling quite ill at the moment from infusions I received last week, but I wanted to get online and tell as many of you as possible about the “60 Minutes” segment and of my own doctor’s work should this information help anyone else. Bruckner Oncology’s telephone number is 718-732-4050. You can also call me if you have any questions. Just send me a message, and I will send you my phone number.
  Angela",60 minutes ran a segment last night you can find it online about an oncologist and research scientist in la dr patrick soonshoing who is championing a lowdose multichemo approach to fighting cancer this is exactly what my own oncologist dr howard bruckner has been doing with tremendous success for years 60 minutes reported that dr soonshoing the inventor by the way of the chemo agent abraxane has also had tremendous success with this program and has poured a billion dollars of his own money yes he happens to be phenomenally wealthy into conducting research on it as well as immuno therapy and other cutting edge treatments moreover his focus is on individualizing treatment by profiling the genetic makeup of individuals specific cancer type mainstream treatment still involves a monofocus on the origin of ones cancer ovarian colon lung etc and a cookiecutter everyonegetsthesamehighdose protocol approach to fighting the disease and when it stops working as it invariably does for many people they send you home that is what happened to me after fighting ovarian cancer for almost seven years with two 24mo and 12mo remissions respectively going to three different respected cancer treatment centers washington hospital center sloanekettering and johns hopkins and being treated with the standard high dose carbotaxol then cisplatintaxol and finally doxilcarbo regimens i was sent home this past june by hopkins with the words there is nothing more we can do i was appalled and disgusted i am 52 years old entirely fit and still full of fight and energy it seemed that someone on the hospitals board simply decided i no longer fit into their costbenefit analysis for patient care individualizing treatment takes up a lot of expensive doctor time hopkins it turns out did me a favor within two weeks i had found dr howard bruckner who has a practice in the bronx ny dr bruckner wears two hats that of a scientist and that of a caring brilliant md he began his professional life conducting oncology research at the nih he then moved on to practice but became disillusioned by the bureaucracy fear and selfinterest that prevents most oncologists at large medical institutions from thinking creatively and doing all that they know is best for their patients so in his late sixties when many accomplished mds could start thinking of retirement he began his own practice that offers exactly what the 60 minutes report yesterday described i have been in treatment with dr bruckner for several months now and have met countless people in his infusion room who state that they too were given up on that they too were basically sent home to die and that dr bruckner brought them from stage 4 no hope to remission or getting there i happen to have an extremely rare cell type mucinous adenocarcinoma which in its morphology is more like a gastrointestinal cancer than it is ovarian dr bruckner suspected this got it confirmed via a biopsy had my tissue samples profiled and has tailored my chemo to my cell type i have never received so much close attention and concern from a doctor in all of my many years and he and his wonderful partner dr azriel hirschfeld who is some decades younger are forever looking into the future on behalf of their patients they do not relax their vigilance even when their patients go into remission each time i went into remission at previous institutions i was simply sent home and told to reappear in three months there was no maintenance therapy no more frequent checkups nothing drs bruckner and hirschfeld develop plans for the remission stage they remain forever on guard and want us their patients to eventually remain in remission indefinitely they never give up dr bruckners lowdose multichemo approach works immediately for many many people no matter how sick they are when they arrive it makes sense to slam the cancer from multiple angles simultaneously so that it does not have a chance to develop a resistance as it so often does when you hit it with just one or two agents however bruckner and hirschfeld are also using immuno therapy to fight the disease sometimes simultaneously with the chemo more often after the chemo has already had a positive effect and perhaps most importantly they really see each person as an individual with a unique health history disease profile and immune system they spend a lot of time getting to know their patients and tailoring their treatment program accordingly if something they are doing does not seem to be working they try something else they are as humble as they are brilliant i live outside of washington dc and it has involved a great upheaval for me to travel to nyc every two weeks for treatment but it has been worth it and i write this without any selfinterest whatsoever i am actually feeling quite ill at the moment from infusions i received last week but i wanted to get online and tell as many of you as possible about the 60 minutes segment and of my own doctors work should this information help anyone else bruckner oncologys telephone number is 7187324050 you can also call me if you have any questions just send me a message and i will send you my phone number angela,"Abraxane, Carbo-Taxol, Cisplatin-Taxol, Doxil-Carbo",Yes,High,feeling quite ill,none
https://csn.cancer.org/discussion/243222/whats-causing-me-to-be-shake-in-the-morning,"for the past month shortly after getting out of bed I start to shake, it passes after a couple of hours be really starting to bother me. I'm on cisplatin and now it's been almost 2 years on chemo with only a break after my second surgery. This is the 8th chemo drug I've been on over the past 3 years. Kathy",for the past month shortly after getting out of bed i start to shake it passes after a couple of hours be really starting to bother me im on cisplatin and now its been almost 2 years on chemo with only a break after my second surgery this is the 8th chemo drug ive been on over the past 3 years kathy,cisplatin,Yes,Moderate,shaking,none
https://csn.cancer.org/discussion/298099/my-story-need-advice,"Hi everyone,
 
 I'm a Thy Ca survivor, with an undiagnosed ovarian mass. Long story short, they found a solid mass in my left ovary in March, were supposed to remove it in April, removed the wrong ovary, and I still have a mass 8 months later. All of my tests have come back indeterminate. Was wondering if anyone had any insight into any of this. I am just so beyond tired of not getting any answers...everytime we think we are going to get somewhere, I get a similar result...good parts and bad parts. After the last MRI, we decided to wait (since I didn't want to lose my other ovary unless necessary) until December to do another MRI and compare, but over the past few weeks, I've been having a lot of pain on my left side again, now radiating into my hip and down my leg....not constant. It comes and goes, but painful enough to have me worried again. Any help would be appreciated. God bless. Here are the results of all of the tests I've had:
 
  Here were my original U/S results:
 3/5/15:
 
 Impression:
 
 1. Mild thickened endometrium w/o associated vascularity. Recommend correlation w/ patient’s menstrual cycle and cont. f/u as indicated.
 
 2. Small (2.4 cm) probably left ovary hemorrhagic cyst. Large (3.5 cm) solid appearing left ovarian lesion w/o associated vascularity, indeterminate. Recommend follow up pelvic u/s in 6 weeks and/or MRI w/ IV contrast for further evaluation.
 
  
 Right ovary measures 2.7 x 1.6 x 2.2 cm. Left ovary measures 7.1 x 4.8 x 3.8 cm. There is a new hypoechoic cyst w/associated fibrin strands noted in the left ovary measuring 2.4 x 1.9 x 2.6 and most likely a hemorrhagic cyst. There is also a new isoechoic solid appearing lesion in the left ovary measuring 3.4 x 3.1 x 3.5 cm without associated vascularity, indeterminate.
 
  
 So, I had a small hemorrhagic cyst on the left ovary accompanied by a large solid lesion.
 
  
 I had my surgery on 4/21/15 and wasn't told until 2 weeks later that they removed the wrong ovary. Had to wait 8 more weeks to have the follow up U/S, which is below.
 
  6/15/15-U/S #2:
 The uterus and right ovary are not visualized compatible with patient’s known history of hysterectomy and right oophorectomy.
 
  
 The left ovary measures 5.3x3.4x2.3 cm. In the left ovary there is a septated left ovarian mass with stable solid and hypoechoic components. There is internal flow within the septation on color Doppler images. The isoechoic solid appearing avascular component measures 2.1 x 1.8 x 2.1 cm. The stable avascular hypoechoic component measures 2.8 x 2.7 x 2.9 cm.
 
  
 Impression: Stable appearance of indeterminate septated left ovarian mass with solid appearing and hypoechoic components. There is internal flow within the septation. Follow up MRI with contrast recommended for further characterization.
 
  
 I got a call from my family doc saying to call a gyn/onc and get this removed asap. I went to a great facility in the city near me, and she said that it was possible that it was a dermoid, however it was possible it was more serious, and I do have some concerning family history, so I was to wait a few more weeks and get an MRI.
 
  
 7/29/15 MRI:
 
 Multicomponent cystic lesion within the left adnexa. There are areas of precontrast T1 hyperintense signal within this lesion suggesting hemorrhagic or proteinaceous cystic components. Enhancing intervening solid tissue within this lesion. Differential condideration would include multiple ovarian cysts, some of which are complex or cystadenoma/adenocarcinoma.
 
  
 There is a left adnexal multicomponent predominately T2 hyperintense, T1 hypointense lesion. The conglomerate dimensions of this lesion measure approximately 5.7 x 4.0 x 2.7 cm Portions of this lesion have hyperintense T1 signal on precontrast sequences. These T1 hyperintense components are as follows---the more lateral of which measures approximately 7 mm and the more anterior of which measures approximately 11 x 6 mm. Post contrast sequences demonstrate intervening enhancing tissue within this left adnexal mass. The area of enhancing tissue measures approximately 1.5 x 0.8 x 2.5 cm.
 
  
 The Dr. called me after the MRI and again said it was indeterminate. Some things are concering, others are good. She said that the radiologist was OK with waiting a few more months and repeating the MRI so that we could compare MRI to MRI, instead of MRI to U/S. I agreed, because honestly, I was just mentally exhausted from the whole thing. Now, I'm having pain. I finally put a call out to her today, and we've been playing phone tag. I seriously just can't take anymore not knowing. It would be so much easier to deal with if I knew WHAT I was dealing with. I would appreciate any input so much. Thank you!",hi everyone im a thy ca survivor with an undiagnosed ovarian mass long story short they found a solid mass in my left ovary in march were supposed to remove it in april removed the wrong ovary and i still have a mass 8 months later all of my tests have come back indeterminate was wondering if anyone had any insight into any of this i am just so beyond tired of not getting any answerseverytime we think we are going to get somewhere i get a similar resultgood parts and bad parts after the last mri we decided to wait since i didnt want to lose my other ovary unless necessary until december to do another mri and compare but over the past few weeks ive been having a lot of pain on my left side again now radiating into my hip and down my legnot constant it comes and goes but painful enough to have me worried again any help would be appreciated god bless here are the results of all of the tests ive had here were my original us results 3515 impression 1 mild thickened endometrium wo associated vascularity recommend correlation w patients menstrual cycle and cont fu as indicated 2 small 24 cm probably left ovary hemorrhagic cyst large 35 cm solid appearing left ovarian lesion wo associated vascularity indeterminate recommend follow up pelvic us in 6 weeks andor mri w iv contrast for further evaluation right ovary measures 27 x 16 x 22 cm left ovary measures 71 x 48 x 38 cm there is a new hypoechoic cyst wassociated fibrin strands noted in the left ovary measuring 24 x 19 x 26 and most likely a hemorrhagic cyst there is also a new isoechoic solid appearing lesion in the left ovary measuring 34 x 31 x 35 cm without associated vascularity indeterminate so i had a small hemorrhagic cyst on the left ovary accompanied by a large solid lesion i had my surgery on 42115 and wasnt told until 2 weeks later that they removed the wrong ovary had to wait 8 more weeks to have the follow up us which is below 61515us 2 the uterus and right ovary are not visualized compatible with patients known history of hysterectomy and right oophorectomy the left ovary measures 53x34x23 cm in the left ovary there is a septated left ovarian mass with stable solid and hypoechoic components there is internal flow within the septation on color doppler images the isoechoic solid appearing avascular component measures 21 x 18 x 21 cm the stable avascular hypoechoic component measures 28 x 27 x 29 cm impression stable appearance of indeterminate septated left ovarian mass with solid appearing and hypoechoic components there is internal flow within the septation follow up mri with contrast recommended for further characterization i got a call from my family doc saying to call a gynonc and get this removed asap i went to a great facility in the city near me and she said that it was possible that it was a dermoid however it was possible it was more serious and i do have some concerning family history so i was to wait a few more weeks and get an mri 72915 mri multicomponent cystic lesion within the left adnexa there are areas of precontrast t1 hyperintense signal within this lesion suggesting hemorrhagic or proteinaceous cystic components enhancing intervening solid tissue within this lesion differential condideration would include multiple ovarian cysts some of which are complex or cystadenomaadenocarcinoma there is a left adnexal multicomponent predominately t2 hyperintense t1 hypointense lesion the conglomerate dimensions of this lesion measure approximately 57 x 40 x 27 cm portions of this lesion have hyperintense t1 signal on precontrast sequences these t1 hyperintense components are as followsthe more lateral of which measures approximately 7 mm and the more anterior of which measures approximately 11 x 6 mm post contrast sequences demonstrate intervening enhancing tissue within this left adnexal mass the area of enhancing tissue measures approximately 15 x 08 x 25 cm the dr called me after the mri and again said it was indeterminate some things are concering others are good she said that the radiologist was ok with waiting a few more months and repeating the mri so that we could compare mri to mri instead of mri to us i agreed because honestly i was just mentally exhausted from the whole thing now im having pain i finally put a call out to her today and weve been playing phone tag i seriously just cant take anymore not knowing it would be so much easier to deal with if i knew what i was dealing with i would appreciate any input so much thank you,not mentioned,Yes,High,"pain on left side, radiating into hip and down leg",none
https://csn.cancer.org/discussion/298000/estrogen-inhibitors,"Wondering if anyone is taking an estrogen inhibitor such as Anostrozole or Aromasin? I have been on it for over a year for a bout with breast cancer, and my CA125 seems to be doing the jumping-jacks. It has gone from 13 to 16 back down to 15 up to 28 then 35 now back to 31. My CT for OVCA follow-up is clear, but given how I feel on this medication I'm wondering if it's affecting the CA125. Previously I had been maintaining steady levels between 13 and 19. My doctor wants me to call my other oncologist and switch, but quite frankly, it will just be trading one set of probolems for a nother. He's also suggesting a PET scan, as he doesn't always find a CT conclusive. My pelvic exam also proved to indicate NED.
 Other than the CA125 rise, I am fatigued, have gained a large amount of weight, especially in the midsection, low interested in food, and when I do eat I seem to get indigestion and feeling of fullness in the ujpper abdoment. Bone/joint pain is a little better, but all of these side affects are affecting quality of life. 
 Any thoughts would be greaty appreciated. 
 As always, thoughts and prayers for everyone!
 Monika",wondering if anyone is taking an estrogen inhibitor such as anostrozole or aromasin i have been on it for over a year for a bout with breast cancer and my ca125 seems to be doing the jumpingjacks it has gone from 13 to 16 back down to 15 up to 28 then 35 now back to 31 my ct for ovca followup is clear but given how i feel on this medication im wondering if its affecting the ca125 previously i had been maintaining steady levels between 13 and 19 my doctor wants me to call my other oncologist and switch but quite frankly it will just be trading one set of probolems for a nother hes also suggesting a pet scan as he doesnt always find a ct conclusive my pelvic exam also proved to indicate ned other than the ca125 rise i am fatigued have gained a large amount of weight especially in the midsection low interested in food and when i do eat i seem to get indigestion and feeling of fullness in the ujpper abdoment bonejoint pain is a little better but all of these side affects are affecting quality of life any thoughts would be greaty appreciated as always thoughts and prayers for everyone monika,"Anastrozole, Aromasin",Yes,Moderate,"fatigued, gained a large amount of weight, low interest in food, indigestion, feeling of fullness in the upper abdomen, bone/joint pain, affecting quality of life",none
https://csn.cancer.org/discussion/297175/please-help-terrified-ascites-issue-post-ovarian-cancer-treatment,"My mother was first diagnosed with ovarian cancer around 9 years back. It was discovered at a late stage so the doctors removed her ovaries along with the tumor. The cancer was treated through chemotherapy and she did well for a couple of years before it came back again. For the past 5-6 years, she has been on and off the chemotherapies but the last 2 years have been really rough. The doctors were unable to control cancer which was spreading all over, and she received close to 30 chemotherapy sessions during this time. Now cancer looks to be under control, CA125 is close to 17 but ascites is really troubling her. She has lost a lot of body weight, is unable to take a proper diet because of the fluid in her body, and her last chemotherapy session had to be cancelled as she is too weak to withstand the medicine.
  The ascites problem started 3-4 months back. Around 4 litres of fluid was removed from her body every 4-5 weeks initially but now this time interval is decreasing. Most recently, she had to get the fluid removed after just 10 days. She is unable to walk on her own and having a lot of pain in back because of the weight of fluid in her stomach. Her hands, arms, and feet are all swollen. In short, she's in a very bad situation and we're really worried about her. I had the hardest conversation of my life with the doctor who said my mother might survive another 4-5 months. He suggested giving her the medicine Avastin 400 mg which might give her some more time and improve the quality of her life, but I couldn't find any source confirming that Avastin is used to cure ascites problem. Moreover, her body is not in a condition to withstand any more chemotherapies. 
  I'd really appreciate if anyone could share their experience with the Ascites issue. We talked to another doctor who said this is one of the side effects of chemotherapy and she'll start getting better now as her treatment is over, but her condition is deteriorating every day. What should we expect? Is the first doctor right about her life expectancy? We are giving her salt-free diet, just a small step which might make a slight difference. Are there any other ways to cure Ascites? Please help me! 
  Thank you.",my mother was first diagnosed with ovarian cancer around 9 years back it was discovered at a late stage so the doctors removed her ovaries along with the tumor the cancer was treated through chemotherapy and she did well for a couple of years before it came back again for the past 56 years she has been on and off the chemotherapies but the last 2 years have been really rough the doctors were unable to control cancer which was spreading all over and she received close to 30 chemotherapy sessions during this time now cancer looks to be under control ca125 is close to 17 but ascites is really troubling her she has lost a lot of body weight is unable to take a proper diet because of the fluid in her body and her last chemotherapy session had to be cancelled as she is too weak to withstand the medicine the ascites problem started 34 months back around 4 litres of fluid was removed from her body every 45 weeks initially but now this time interval is decreasing most recently she had to get the fluid removed after just 10 days she is unable to walk on her own and having a lot of pain in back because of the weight of fluid in her stomach her hands arms and feet are all swollen in short shes in a very bad situation and were really worried about her i had the hardest conversation of my life with the doctor who said my mother might survive another 45 months he suggested giving her the medicine avastin 400 mg which might give her some more time and improve the quality of her life but i couldnt find any source confirming that avastin is used to cure ascites problem moreover her body is not in a condition to withstand any more chemotherapies id really appreciate if anyone could share their experience with the ascites issue we talked to another doctor who said this is one of the side effects of chemotherapy and shell start getting better now as her treatment is over but her condition is deteriorating every day what should we expect is the first doctor right about her life expectancy we are giving her saltfree diet just a small step which might make a slight difference are there any other ways to cure ascites please help me thank you,Avastin,Yes,High,"ascites, lost a lot of body weight, unable to take a proper diet, too weak to withstand the medicine, unable to walk on her own, a lot of pain in back, swollen hands, arms, and feet, condition is deteriorating",none
